order_id,customer_id,order_ts,status,payment_method
3189,1023,2026-02-14 12:57:03,returned,card
3190,1050,2026-05-08 13:23:48,completed,bank_transfer
3191,1002,2026-02-19 00:25:25,completed,card
3192,1040,2026-01-31 14:09:11,completed,card
3193,1031,2026-05-11 23:54:15,completed,paypal
3194,1014,2026-04-02 07:12:55,returned,card
3195,1050,2026-03-14 15:10:34,completed,paypal
3196,1039,2026-05-27 05:35:10,cancelled,card
3197,1050,2026-06-10 02:13:12,completed,card
3198,1007,2026-04-24 08:51:58,completed,card
3199,1037,2026-05-13 12:40:01,completed,card
3200,1046,2026-02-09 12:17:01,completed,paypal
3201,1045,2026-06-12 06:44:39,returned,card
3202,1007,2026-05-17 09:09:17,pending,card
3203,1044,2026-04-28 14:07:15,completed,paypal
3204,1003,2026-03-10 10:05:12,completed,card
3205,1043,2026-03-14 22:59:07,completed,paypal
3206,1042,2026-03-09 06:15:09,completed,card
3207,1032,2026-01-22 11:50:48,completed,card
3208,1041,2026-06-11 22:03:21,completed,bank_transfer
3209,1010,2026-03-27 13:31:01,completed,bank_transfer
3210,1034,2026-05-08 07:21:04,completed,paypal
3211,1035,2026-06-01 10:05:26,completed,card
3212,1028,2026-06-11 08:12:07,cancelled,paypal
3213,1018,2026-03-05 14:02:53,completed,card
3214,1018,2026-03-30 12:53:22,completed,bank_transfer
3215,1030,2026-04-22 15:41:30,completed,bank_transfer
3216,1025,2026-03-08 07:43:18,completed,paypal
3217,1021,2026-02-06 07:26:06,completed,card
3218,1023,2026-06-05 22:10:05,completed,card
3219,1018,2026-04-27 18:17:01,returned,card
3220,1036,2026-01-03 23:18:27,completed,card
3221,1006,2026-02-17 20:48:02,cancelled,card
3222,1032,2026-04-19 19:18:31,pending,card
3223,1045,2026-04-04 10:45:16,returned,bank_transfer
3224,1032,2026-03-30 00:38:41,completed,card
3225,1019,2026-02-14 00:42:50,completed,bank_transfer
3226,1016,2026-03-02 11:01:24,returned,paypal
3227,1024,2026-04-03 21:33:13,completed,paypal
3228,1023,2026-03-25 14:59:29,cancelled,paypal
3229,1022,2026-03-11 07:33:21,returned,card
3230,1018,2026-03-02 12:58:00,completed,card
3231,1008,2026-05-22 01:25:43,completed,card
3232,1008,2026-05-26 06:04:36,completed,bank_transfer
3233,1045,2026-02-06 22:51:38,completed,card
3234,1048,2026-04-06 00:31:44,completed,bank_transfer
3235,1038,2026-05-29 14:49:32,completed,paypal
3236,1019,2026-01-21 12:29:08,completed,card
3237,1015,2026-03-13 01:49:39,completed,card
3238,1001,2026-05-19 11:36:19,completed,card
3239,1018,2026-01-10 20:07:06,completed,paypal
3240,1019,2026-05-17 10:12:02,completed,paypal
3241,1049,2026-04-07 07:39:37,completed,card
3242,1037,2026-02-26 05:07:02,completed,paypal
3243,1029,2026-03-09 03:48:17,completed,card
3244,1017,2026-04-04 18:22:45,completed,card
3245,1026,2026-04-07 11:42:18,completed,paypal
3246,1041,2026-05-15 07:05:37,completed,card
3247,1010,2026-06-08 12:11:45,completed,card
3248,1006,2026-02-19 04:39:13,completed,paypal
3249,1049,2026-03-23 19:30:41,completed,paypal
3250,1040,2026-02-14 19:46:41,pending,paypal
3251,1025,2026-03-30 11:32:58,completed,card
3252,1038,2026-03-26 06:29:30,completed,paypal
3253,1040,2026-01-13 16:41:36,completed,bank_transfer
3254,1007,2026-05-30 02:36:45,completed,paypal
3255,1014,2026-02-22 09:20:25,returned,card
3256,1011,2026-02-17 13:51:09,completed,paypal
3257,1005,2026-02-01 09:29:41,completed,card
3258,1029,2026-05-15 20:42:08,completed,paypal
3259,1019,2026-01-08 08:06:45,completed,card
3260,1046,2026-02-25 21:33:47,returned,card
3261,1005,2026-05-15 11:26:45,completed,card
3262,1041,2026-04-26 12:37:07,returned,card
3263,1028,2026-01-24 06:53:46,completed,card
3264,1042,2026-01-30 22:20:27,completed,card
3265,1005,2026-01-13 13:56:00,completed,card
3266,1039,2026-05-27 10:23:45,completed,card
3267,1029,2026-01-26 03:31:48,completed,bank_transfer
3268,1020,2026-05-17 20:59:43,completed,card
3269,1033,2026-04-16 20:29:47,completed,card
3270,1006,2026-04-28 03:03:10,completed,card
3271,1048,2026-03-05 14:07:38,completed,card
3272,1002,2026-01-19 17:36:50,completed,bank_transfer
3273,1037,2026-04-26 00:11:28,completed,bank_transfer
3274,1044,2026-06-10 12:06:01,completed,paypal
3275,1003,2026-05-30 04:20:44,cancelled,card
3276,1031,2026-04-12 18:32:48,returned,card
3277,1018,2026-02-06 05:48:02,completed,card
3278,1041,2026-06-09 02:39:23,completed,card
3279,1031,2026-03-10 13:36:57,completed,card
3280,1021,2026-05-12 03:02:54,completed,card
3281,1022,2026-03-22 22:24:18,returned,paypal
3282,1019,2026-05-10 15:51:47,completed,bank_transfer
3283,1036,2026-01-09 03:01:15,completed,card
3284,1021,2026-02-20 00:15:50,completed,card
3285,1050,2026-03-21 11:35:32,completed,card
3286,1043,2026-04-17 08:40:09,completed,card
3287,1004,2026-02-07 10:11:52,completed,card
3288,1040,2026-05-28 21:16:50,completed,paypal
3289,1029,2026-05-29 13:48:45,completed,card
3290,1018,2026-04-18 15:32:56,completed,card
3291,1029,2026-05-17 14:04:51,completed,card
3292,1002,2026-05-04 08:06:59,completed,card
3293,1046,2026-02-01 18:05:44,completed,paypal
3294,1001,2026-04-19 05:40:41,completed,card
3295,1015,2026-01-24 00:46:01,completed,card
3296,1042,2026-06-12 14:04:05,completed,paypal
3297,1046,2026-02-27 16:10:24,completed,bank_transfer
3298,1018,2026-03-23 16:19:31,completed,paypal
3299,1016,2026-03-31 16:46:45,completed,card
3300,1025,2026-02-08 00:18:31,completed,paypal
3301,1048,2026-01-28 12:10:29,completed,card
3302,1050,2026-06-04 09:41:44,completed,card
3303,1033,2026-02-22 21:06:53,completed,card
3304,1047,2026-02-28 23:22:15,completed,paypal
3305,1043,2026-04-07 01:53:21,completed,card
3306,1035,2026-04-06 01:11:40,completed,card
3307,1036,2026-05-30 03:14:39,completed,card
3308,1030,2026-03-05 11:35:28,completed,bank_transfer
3309,1016,2026-04-23 00:46:12,completed,card
3310,1050,2026-03-22 18:21:02,completed,card
3311,1048,2026-04-03 20:13:44,cancelled,card
3312,1025,2026-05-10 21:00:50,returned,card
3313,1032,2026-01-09 04:31:26,completed,paypal
3314,1038,2026-03-07 11:12:26,completed,card
3315,1007,2026-04-14 03:06:34,completed,card
3316,1047,2026-01-29 23:48:46,completed,paypal
3317,1010,2026-01-16 12:43:29,completed,card
3318,1022,2026-05-03 00:35:57,returned,card
3319,1042,2026-01-17 14:17:47,completed,bank_transfer
3320,1035,2026-03-16 18:58:19,completed,paypal
3321,1046,2026-05-29 11:04:08,completed,paypal
3322,1003,2026-05-01 21:34:10,completed,card
3323,1041,2026-05-14 21:31:59,completed,card
3324,1048,2026-01-19 13:11:53,completed,card
3325,1049,2026-05-05 01:28:44,cancelled,card
3326,1029,2026-02-03 07:18:57,returned,card
3327,1002,2026-01-10 22:20:00,completed,card
3328,1019,2026-03-12 14:33:36,completed,card
3329,1010,2026-02-18 10:02:33,completed,card
3330,1037,2026-05-14 09:25:12,completed,card
3331,1012,2026-01-17 08:01:09,completed,card
3332,1040,2026-05-14 15:38:16,completed,paypal
3333,1038,2026-01-29 18:58:36,completed,card
3334,1041,2026-02-20 07:37:12,completed,card
3335,1043,2026-01-03 19:47:42,completed,card
3336,1044,2026-04-18 03:19:55,completed,card
3337,1029,2026-03-10 02:27:09,completed,card
3338,1041,2026-03-25 09:25:22,returned,card
3339,1030,2026-03-01 15:59:20,completed,card
3340,1031,2026-01-22 17:02:24,completed,card
3341,1037,2026-03-12 16:52:15,completed,card
3342,1045,2026-02-28 07:52:30,completed,paypal
3343,1026,2026-02-24 07:10:16,completed,paypal
3344,1044,2026-06-02 03:11:42,cancelled,card
3345,1039,2026-05-26 16:45:14,completed,card
3346,1050,2026-06-06 02:57:28,completed,paypal
3347,1023,2026-02-13 12:38:06,returned,card
3348,1040,2026-02-19 16:00:19,returned,bank_transfer
3349,1047,2026-05-31 00:40:22,returned,bank_transfer
3350,1009,2026-05-03 23:50:54,completed,paypal
3351,1042,2026-01-09 15:43:21,completed,card
3352,1003,2026-04-24 13:00:34,completed,bank_transfer
3353,1009,2026-01-19 12:03:07,completed,card
3354,1048,2026-03-23 16:23:05,completed,card
3355,1009,2026-06-03 17:24:55,completed,card
3356,1034,2026-04-09 10:31:59,completed,card
3357,1017,2026-06-11 03:19:59,completed,card
3358,1048,2026-03-08 18:31:38,completed,card
3359,1005,2026-01-29 07:58:30,cancelled,card
3360,1044,2026-05-22 15:05:40,returned,card
3361,1036,2026-03-14 00:38:07,completed,card
3362,1001,2026-02-22 08:27:58,completed,card
3363,1030,2026-03-14 13:44:01,returned,bank_transfer
3364,1044,2026-02-21 21:45:38,completed,card
3365,1041,2026-03-15 03:11:33,completed,bank_transfer
3366,1015,2026-04-03 13:14:29,completed,paypal
3367,1036,2026-03-06 16:37:12,completed,card
3368,1042,2026-01-14 06:36:45,returned,card
3369,1045,2026-03-01 16:18:29,returned,card
3370,1008,2026-01-29 03:24:29,completed,card
3371,1020,2026-04-07 15:47:49,completed,card
3372,1016,2026-04-16 09:08:55,completed,card
3373,1030,2026-03-15 01:02:20,returned,bank_transfer
3374,1045,2026-04-16 21:28:46,completed,paypal
3375,1048,2026-05-23 02:11:50,completed,card
3376,1042,2026-01-21 05:28:27,completed,paypal
3377,1027,2026-02-25 07:41:00,completed,bank_transfer
3378,1024,2026-02-13 04:33:00,completed,card
3379,1016,2026-03-13 10:14:22,completed,bank_transfer
3380,1024,2026-04-17 17:23:41,returned,card
3381,1004,2026-03-20 07:27:54,completed,card
3382,1008,2026-06-11 01:00:31,completed,card
3383,1043,2026-02-12 04:29:05,returned,paypal
3384,1039,2026-01-06 03:31:58,completed,card
3385,1016,2026-01-26 10:50:52,completed,card
3386,1005,2026-06-12 03:13:53,pending,paypal
3387,1014,2026-04-25 20:44:35,completed,card
3388,1022,2026-06-01 08:49:08,completed,paypal
3389,1001,2026-02-24 20:11:39,completed,card
3390,1035,2026-02-19 16:07:59,completed,card
3391,1043,2026-01-07 00:08:39,completed,card
3392,1023,2026-06-04 09:35:43,completed,paypal
3393,1021,2026-01-05 01:32:42,completed,card
3394,1004,2026-01-26 14:44:15,cancelled,card
3395,1034,2026-01-24 01:38:38,cancelled,card
3396,1031,2026-03-30 01:06:50,pending,card
3397,1033,2026-04-27 06:41:03,completed,card
3398,1033,2026-02-14 00:29:48,completed,card
3399,1047,2026-06-03 02:06:08,returned,paypal
3400,1020,2026-03-31 22:37:58,returned,card
3401,1004,2026-04-05 00:13:02,completed,card
3402,1044,2026-01-22 23:08:18,completed,bank_transfer
3403,1029,2026-01-16 06:29:29,completed,card
3404,1039,2026-01-30 19:17:08,completed,card
3405,1018,2026-05-03 05:31:49,returned,paypal
3406,1036,2026-05-20 06:52:21,completed,card
3407,1039,2026-04-15 00:34:26,completed,card
3408,1033,2026-04-29 13:29:36,completed,card
3409,1045,2026-01-24 05:12:29,returned,paypal
3410,1050,2026-04-19 01:24:30,cancelled,card
3411,1028,2026-03-30 16:23:54,completed,card
3412,1022,2026-06-11 16:03:11,completed,card
3413,1027,2026-05-23 16:14:26,completed,card
3414,1028,2026-03-03 16:27:55,returned,card
3415,1024,2026-01-31 15:20:56,returned,paypal
3416,1005,2026-01-19 17:08:17,completed,card
3417,1028,2026-01-20 18:01:22,cancelled,bank_transfer
3418,1024,2026-06-08 15:07:08,completed,paypal
3419,1004,2026-04-25 21:07:31,completed,paypal
3420,1022,2026-05-12 02:29:17,completed,card
3421,1023,2026-05-11 04:42:41,cancelled,card
3422,1047,2026-01-11 23:45:21,completed,paypal
3423,1020,2026-03-11 06:47:24,completed,paypal
3424,1033,2026-02-12 07:26:04,completed,paypal
3425,1031,2026-02-14 13:03:24,completed,card
3426,1036,2026-03-14 08:57:31,completed,bank_transfer
3427,1018,2026-04-23 11:29:59,completed,card
3428,1036,2026-05-31 00:29:41,completed,paypal
3429,1044,2026-05-06 19:11:42,completed,card
3430,1039,2026-05-09 17:42:56,returned,card
3431,1002,2026-02-06 00:47:59,completed,bank_transfer
3432,1049,2026-03-02 23:58:22,completed,card
3433,1001,2026-02-06 05:24:40,completed,paypal
3434,1043,2026-03-20 19:47:25,completed,card
3435,1048,2026-05-04 22:47:43,completed,card
3436,1048,2026-04-15 00:13:42,completed,card
3437,1027,2026-03-31 02:08:33,completed,card
3438,1024,2026-03-03 12:20:07,cancelled,card
3439,1050,2026-04-22 05:10:39,completed,card
3440,1004,2026-02-01 05:03:17,completed,bank_transfer
3441,1040,2026-01-11 15:54:36,returned,card
3442,1018,2026-03-29 01:03:22,returned,card
3443,1032,2026-04-29 21:10:45,completed,card
3444,1018,2026-02-12 20:37:27,cancelled,paypal
3445,1008,2026-03-10 00:37:19,completed,card
3446,1019,2026-05-13 16:43:28,returned,paypal
3447,1032,2026-04-14 07:41:27,returned,card
3448,1003,2026-02-13 19:41:25,completed,paypal
3449,1004,2026-01-03 11:49:27,completed,card
3450,1014,2026-05-31 00:06:28,completed,bank_transfer
3451,1017,2026-02-27 04:55:17,completed,card
3452,1001,2026-04-08 13:59:01,cancelled,card
3453,1012,2026-01-27 02:02:56,completed,paypal
3454,1046,2026-02-15 16:23:37,completed,paypal
3455,1043,2026-06-07 13:09:54,completed,card
3456,1026,2026-05-26 02:09:47,completed,card
3457,1002,2026-04-01 06:36:36,completed,card
3458,1037,2026-03-26 08:36:35,completed,card
3459,1046,2026-05-06 07:16:35,completed,card
3460,1008,2026-03-21 15:35:14,completed,card
3461,1011,2026-06-06 14:25:54,completed,card
3462,1045,2026-03-13 06:21:20,completed,card
3463,1007,2026-02-18 05:56:13,completed,paypal
3464,1026,2026-04-13 17:50:32,completed,card
3465,1020,2026-05-26 19:42:08,completed,card
3466,1022,2026-06-02 06:57:08,completed,card
3467,1033,2026-05-04 23:02:27,completed,paypal
3468,1033,2026-02-08 15:39:24,pending,card
3469,1023,2026-05-23 05:49:56,returned,card
3470,1016,2026-01-21 23:06:13,completed,card
3471,1013,2026-02-04 16:33:50,completed,card
3472,1049,2026-05-29 09:54:23,returned,card
3473,1012,2026-06-01 01:43:59,returned,paypal
3474,1030,2026-05-28 11:58:20,completed,bank_transfer
3475,1038,2026-03-30 04:03:00,returned,paypal
3476,1042,2026-05-05 08:42:17,completed,card
3477,1041,2026-03-04 09:18:50,completed,card
3478,1005,2026-04-03 01:19:50,completed,paypal
3479,1020,2026-06-05 15:09:55,completed,paypal
3480,1004,2026-03-11 08:10:10,completed,card
3481,1020,2026-04-01 15:52:33,completed,card
3482,1004,2026-03-14 14:26:30,completed,card
3483,1042,2026-01-19 12:48:43,completed,paypal
3484,1033,2026-03-17 15:49:05,completed,paypal
3485,1036,2026-06-04 18:08:18,cancelled,card
3486,1029,2026-06-08 06:00:56,completed,paypal
3487,1013,2026-03-05 10:25:23,completed,paypal
3488,1033,2026-01-31 07:03:48,completed,card
3489,1007,2026-06-08 11:22:45,completed,bank_transfer
3490,1006,2026-04-09 23:22:07,returned,card
3491,1003,2026-02-19 02:34:09,cancelled,card
3492,1029,2026-04-13 18:20:11,completed,paypal
3493,1011,2026-03-13 15:53:14,completed,card
3494,1025,2026-03-22 09:00:12,pending,card
3495,1044,2026-04-28 02:21:00,completed,paypal
3496,1042,2026-03-07 23:34:44,completed,card
3497,1007,2026-04-20 08:17:49,returned,card
3498,1019,2026-02-19 22:23:07,cancelled,paypal
3499,1039,2026-01-31 04:47:25,completed,card
3500,1038,2026-05-10 20:39:23,completed,card
